Age,Income,LoanAmount,CreditScore,Approved
24,79016,5398,656,0
36,74986,20000,587,0
36,84973,10000,646,0
23,60739,14000,585,0
25,45038,9172,596,0
28,158663,10095,570,0
26,92321,5288,644,0
25,43056,7200,683,0
28,356880,15443,645,0
27,76571,18000,610,0
23,107510,24000,660,0
30,61073,10000,649,0
25,133313,6405,615,0
24,86886,3000,628,0
24,37290,5000,604,0
27,97477,2633,592,0
39,121217,12000,579,0
24,51408,6000,664,0
23,86265,3158,623,0
28,96918,24000,614,0
23,96845,2000,646,0
28,108852,21000,623,0
25,123310,13913,648,0
26,60731,17159,685,0
22,72999,10000,667,0
24,58563,4347,621,0
25,72917,1200,578,0
25,87181,16000,613,0
25,111068,12000,561,0
27,176144,2500,591,0
33,103036,15000,710,0
24,37254,4000,604,0
33,70717,14433,516,0
39,60796,6000,661,0
29,138763,7224,654,0
29,50012,9000,718,0
24,63020,10000,634,0
24,72790,12000,647,0
24,138952,12000,638,0
28,138530,17799,582,0
26,96798,12000,616,0
25,108493,15000,639,0
24,60996,5000,637,0
29,94762,10000,650,0
30,115160,10000,633,0
30,31902,6599,647,0
26,64681,4000,640,0
24,204866,12009,589,0
21,69577,8000,532,0
24,43880,11284,595,0
29,138893,8097,591,0
40,45690,10750,612,0
27,277839,5349,598,0
24,72943,10000,596,0
24,66952,18613,712,0
29,193186,7000,661,0
23,58546,4800,646,0
28,29893,5000,584,0
25,38006,5000,720,0
37,59285,5000,665,0
29,127134,25133,662,0
25,37085,12000,630,0
32,145009,28225,678,0
24,48954,6000,644,0
23,63376,6000,665,0
26,156822,9000,688,0
41,85001,12000,608,0
43,75372,2000,591,0
52,74106,8525,682,0
27,109367,10000,690,0
28,180823,10000,694,0
23,59637,4000,539,0
24,27933,8855,488,0
30,75626,3000,671,0
33,90785,6000,609,0
24,133078,14709,651,0
27,51487,1000,649,0
27,111835,13000,628,0
24,97385,4000,667,0
24,118802,25000,622,0
32,205076,10000,696,0
27,133791,28000,687,0
38,85086,20842,595,0
33,59375,6116,701,0
29,118599,20000,597,0
30,81739,20000,587,0
24,39534,3514,626,0
24,90974,1990,593,0
26,58893,10000,629,0
38,53790,8000,590,0
45,84741,6000,673,0
48,145233,29700,672,0
23,67020,8000,656,0
32,31203,4990,704,0
26,43923,4800,676,0
31,135681,3171,491,0
23,60857,2000,676,0
25,78838,12000,635,0
29,73149,4185,565,0
26,58485,8000,693,0
28,58322,1500,617,0
25,64279,2214,659,0
29,32422,4500,677,0
24,65978,3000,638,0
23,63157,7200,498,0
25,40510,7500,504,0
22,55562,5000,559,0
33,61938,4790,638,0
23,127106,12000,591,0
23,42667,6500,503,0
31,73892,8650,695,0
43,118539,5000,632,0
30,117565,6922,575,0
26,69239,6000,624,0
25,72915,10000,586,0
23,32198,4000,580,0
27,53709,8000,704,0
31,160005,7994,667,0
31,140147,6682,714,0
23,92226,7000,672,0
26,104358,20000,652,0
33,16684,1462,675,0
24,37012,6500,616,0
23,87589,10000,694,0
29,73232,2000,641,0
33,75482,3000,653,0
24,56072,2000,593,0
24,66993,5500,675,0
28,114721,7442,594,0
24,110226,10000,668,0
27,76114,24000,611,0
37,102330,14000,648,0
27,91082,15000,508,0
22,85095,6400,650,0
29,66854,3000,693,0
30,66357,4873,519,0
34,73220,10174,597,0
27,109312,20000,578,0
22,61323,10000,649,0
24,102754,7200,619,0
27,39403,6505,687,0
36,58501,2500,597,0
44,35697,6849,655,0
22,61973,22000,696,0
26,132605,8000,629,0
30,94763,20000,711,0
24,99465,7197,614,0
22,74194,7093,553,0
27,145164,10000,695,0
26,58707,14118,635,0
23,59880,6000,626,0
28,80448,5000,651,0
25,87815,11249,531,0
26,96932,20000,503,0
36,58763,6000,611,0
23,192541,12000,597,0
31,87197,7000,621,0
22,121204,1200,697,0
27,76489,3588,581,0
23,41770,3135,622,0
24,65432,7060,648,0
34,122301,12000,658,0
31,72915,24250,648,0
30,114864,6000,605,0
26,31271,4000,669,0
26,64279,6000,680,0
22,40382,5000,545,0
33,72421,3000,653,0
29,87516,24065,576,0
25,101737,10000,569,0
25,51465,3500,661,0
36,19832,2341,679,0
25,76527,12000,583,0
24,24963,3500,642,0
29,179877,24171,650,0
29,89960,25000,549,0
34,130402,9939,700,0
30,133080,18000,671,0
37,48874,13959,698,0
24,157008,23821,595,0
23,145321,10000,566,0
26,65433,6000,679,0
31,82777,18000,678,0
24,58724,7200,635,0
33,175176,5656,612,0
34,145131,16801,628,0
27,46227,1704,615,0
30,133108,16000,709,0
26,54900,10400,546,0
23,40626,1823,568,0
30,97947,20000,630,0
22,64241,10000,658,0
22,65941,10000,583,0
27,164467,9925,625,0
23,82871,11264,602,0
26,80262,2456,631,0
24,60822,6000,686,0
23,58468,5000,521,0
37,201427,21567,586,0
44,63591,5000,650,0
38,121189,5000,605,0
25,85044,8000,643,0
24,114879,35000,650,0
27,94665,5122,699,0
34,118644,20000,664,0
34,77990,7191,688,0
34,60947,4000,689,0
24,109136,12000,701,0
29,98084,12000,628,0
26,39595,6520,683,0
27,87537,7000,668,0
22,87171,13055,616,0
24,159560,28000,621,0
29,49146,6400,547,0
38,121270,8000,662,0
23,301223,4958,584,0
33,67128,3500,630,0
24,38686,2174,687,0
24,145059,10000,660,0
24,97300,5514,667,0
25,77643,8000,568,0
33,65328,26528,586,0
27,61204,3000,611,0
28,51503,2292,639,0
24,69417,12888,598,0
22,51374,5000,572,0
27,163083,10800,626,0
27,102887,6000,670,0
30,217081,15053,630,0
30,81227,4000,673,0
28,45277,3000,660,0
22,227251,2314,594,0
27,47096,3160,654,0
26,181234,12033,638,0
22,32675,4640,666,0
36,90820,10000,696,0
24,145213,25000,627,0
30,51859,5500,495,0
34,95782,4800,641,0
41,114907,21600,640,0
25,146171,20277,617,0
33,72770,10000,734,0
27,46426,6500,625,0
24,102917,10000,647,0
22,31546,6000,533,0
31,114699,24000,700,0
22,80480,2416,653,0
23,120988,10000,586,0
26,127001,10000,648,0
29,51550,3000,709,0
29,144804,5000,638,0
30,69057,4000,653,0
27,84978,15000,644,0
35,49194,8000,665,0
26,133019,18000,568,0
25,64564,4481,631,0
22,96688,5000,672,0
26,40581,4000,652,0
32,53197,10000,684,0
22,25208,2500,690,0
25,103307,10095,620,0
30,60949,1874,649,0
36,48757,11337,641,0
22,226405,2087,672,0
33,48755,16600,652,0
28,69363,12988,693,0
23,24016,2877,671,0
29,169349,8371,648,0
24,87467,12000,678,0
43,34608,7500,673,0
26,91147,10543,593,0
25,67139,9000,650,0
24,107837,15000,639,0
26,82436,10000,619,0
23,137340,8000,604,0
29,111348,25000,580,0
23,65739,3000,569,0
28,15500,1667,684,0
33,36826,1216,595,0
23,51847,6500,720,0
29,52756,4646,570,0
33,103103,14000,540,0
21,61252,7000,571,0
24,127063,12000,582,0
34,58561,5000,607,0
28,88324,15000,585,0
24,39662,4786,700,0
27,133021,16000,584,0
34,87312,10758,548,0
24,28759,1559,589,0
25,35631,1552,532,0
29,66830,5000,668,0
26,66771,15000,587,0
23,91217,16084,670,0
25,61109,8000,641,0
32,86024,14000,653,0
24,48848,3000,620,0
33,28271,6822,635,0
24,57624,4000,668,0
24,156826,23638,643,0
26,97163,20000,643,0
32,114953,7481,681,0
27,129412,24717,710,0
24,84927,6000,654,0
23,84858,12000,616,0
25,91306,5000,665,0
28,79099,6241,708,0
27,121155,13000,659,0
25,96914,2670,600,0
26,57337,12774,658,0
23,67305,5000,612,0
32,62129,15000,664,0
30,75319,15000,585,0
32,39393,1200,706,0
31,97305,6419,609,0
22,73054,5000,613,0
23,69390,12000,618,0
35,58449,3000,653,0
24,64478,3000,639,0
23,73162,3000,659,0
24,85401,9000,622,0
28,78802,6000,646,0
28,173558,5443,654,0
29,110352,2013,652,0
25,67333,15000,702,0
25,37020,5000,605,0
29,140149,7014,657,0
23,46048,3200,656,0
24,132998,20000,621,0
29,117261,12000,659,0
24,45482,7200,644,0
27,45310,7872,624,0
23,37448,4200,674,0
30,100638,5851,690,0
29,121176,10000,649,0
24,146004,20000,566,0
24,41855,6000,650,0
25,37086,4000,675,0
29,79130,3000,689,0
24,104172,25000,610,0
28,58599,1924,716,0
23,94527,9600,637,0
43,366106,20000,630,0
25,181311,20000,584,0
23,58845,4800,648,0
32,156824,16088,593,0
36,90049,7186,621,0
39,111164,3533,684,0
29,192852,35000,647,0
24,135798,3635,652,0
22,79306,16000,641,0
23,73060,18171,673,0
22,77859,7000,646,0
28,32547,4565,649,0
33,53964,5000,625,0
28,51536,5000,536,0
23,37026,6211,689,0
29,35526,4000,701,0
25,70909,3000,622,0
24,104433,12200,589,0
37,79106,8700,706,0
39,73514,5000,663,0
29,63634,8000,565,0
22,72826,12000,624,0
31,577145,7878,707,0
24,54761,10000,585,0
34,120574,6000,675,0
22,51718,3600,675,0
25,75566,9501,699,0
22,63497,9019,653,0
22,29723,7000,655,0
42,44451,5000,648,0
32,48952,2800,567,0
24,55552,6000,558,0
25,85140,4800,639,0
31,73037,8000,622,0
26,50325,3000,663,0
25,55588,7000,651,0
24,77783,15000,617,0
32,109374,5000,680,0
31,29695,5000,623,0
33,31867,2000,580,0
24,120903,14000,641,0
24,25031,4000,638,0
23,58363,6000,597,0
34,45517,11000,571,0
25,58556,14072,573,0
24,42939,3000,618,0
24,73195,3200,584,0
23,42822,2000,614,0
30,181175,12000,681,0
27,54246,3398,655,0
29,74870,9000,569,0
27,79021,5000,532,0
30,35595,2000,551,0
22,58231,6000,618,0
23,102950,10000,647,0
35,26839,2500,653,0
25,56406,2000,670,0
25,50192,10421,581,0
27,28666,2435,581,0
37,73053,12000,667,0
25,164197,8000,584,0
30,53659,9147,639,0
29,86331,9600,508,0
24,54859,6000,565,0
27,135636,3000,540,0
31,446449,6180,714,0
23,73207,8000,500,0
24,78715,3556,625,0
26,50101,3000,637,0
28,163419,25000,716,0
23,65927,2789,650,0
33,73287,17000,607,0
26,85048,5600,625,0
26,38225,8357,654,0
30,88459,9419,702,0
36,330102,22313,661,0
28,112539,9900,658,0
26,103055,10000,679,0
35,69103,12093,710,0
23,48964,6000,638,0
33,91308,4000,669,0
36,38246,8000,571,0
37,84978,18000,664,0
28,77471,5000,621,0
22,60749,11000,650,0
27,57509,12970,515,0
22,51597,10000,564,0
22,51690,5000,600,0
27,45456,3000,674,0
23,51619,4500,653,0
23,180937,8200,655,0
23,109316,15000,636,0
23,44340,7000,687,0
29,93710,10000,688,0
34,54527,9641,667,0
35,612201,2193,565,0
32,42481,1916,673,0
23,127073,12803,648,0
29,49199,10000,719,0
23,105564,15000,597,0
26,60891,10000,533,0
23,43206,5000,632,0
24,156950,6000,666,0
25,60277,5940,658,0
26,79049,14400,562,0
27,48964,6500,600,0
26,90951,12000,527,0
36,113558,3000,562,0
31,181224,18163,690,0
22,43671,12320,648,0
23,61756,15000,672,0
27,56516,18000,622,0
33,89881,15000,620,0
22,60979,2000,625,0
24,48849,7000,641,0
24,36969,6000,659,0
36,73005,15000,626,0
26,72890,10500,628,0
25,73109,3000,648,0
31,104430,18279,613,0
27,26941,1500,637,0
23,106080,11000,629,0
28,63172,10802,670,0
29,60991,16000,650,0
26,64592,8000,677,0
26,46771,3142,594,0
30,90774,15000,681,0
24,51231,11000,605,0
23,66807,8000,626,0
41,64179,5609,662,0
28,75445,3500,608,0
27,50224,23737,667,0
23,84897,15000,609,0
24,93267,3631,611,0
23,73062,8000,573,0
23,105364,1977,662,0
27,68056,20000,693,0
31,61058,4500,689,0
29,122291,12000,643,0
29,109095,16163,595,0
27,67895,18158,662,0
27,60585,12000,609,0
31,45253,5000,594,0
24,144782,12000,637,0
25,79165,16000,508,0
31,48890,4750,698,0
23,72359,5000,603,0
24,51596,1000,638,0
29,97309,15000,665,0
35,79198,11500,689,0
25,127756,25000,674,0
23,90952,25000,599,0
26,61154,12000,651,0
26,74378,3000,627,0
23,96874,2000,625,0
24,99247,14000,685,0
38,149247,12000,676,0
33,49154,4200,675,0
29,252778,21332,668,0
26,81190,2315,522,0
28,58658,12000,723,0
24,104032,8000,697,0
24,116728,5000,718,0
30,74962,6000,668,0
30,74758,6000,642,0
28,62537,8000,663,0
23,60774,6000,685,0
20,226710,2000,619,0
29,61171,5070,693,0
24,61184,2000,609,0
30,108939,20000,636,0
29,73058,5500,714,0
31,88569,8420,667,0
24,79087,12000,635,0
25,41118,12192,562,0
24,36975,6000,578,0
23,89716,9000,607,0
24,87658,19618,610,0
34,483174,12846,491,0
34,61322,12000,652,0
33,88460,10000,726,0
30,61082,5000,642,0
40,92477,20000,719,0
23,90890,7000,701,0
25,89056,5000,650,0
23,66995,10000,547,0
29,49551,3392,648,0
23,133088,20000,560,0
25,30705,2000,589,0
29,29231,5961,640,0
30,68007,10000,481,0
23,30737,2000,608,0
37,601266,20000,692,0
24,90885,8420,661,0
25,66876,10000,668,0
36,103086,3525,590,0
25,79227,4000,580,0
24,49109,5000,565,0
29,108600,8000,673,0
24,25321,3000,611,0
23,49063,9000,542,0
24,39410,3000,624,0
22,38644,3000,561,0
24,68142,12000,550,0
25,49009,10000,617,0
23,36909,4527,668,0
24,94583,2138,679,0
24,50398,6000,547,0
27,69750,5000,682,0
25,91133,20000,703,0
42,66040,3000,691,0
23,79315,7000,668,0
30,82893,6000,599,0
24,62107,3296,638,0
29,44586,3063,637,0
29,126856,7000,579,0
26,133000,27684,637,0
23,73821,18007,699,0
23,87053,4977,639,0
26,40646,12000,670,0
24,48824,5000,596,0
22,108971,12000,669,0
25,73235,9000,629,0
28,55048,10000,610,0
32,83247,3538,599,0
30,42637,2629,735,0
23,96619,3465,687,0
25,47387,3000,636,0
24,72910,10463,575,0
25,103118,12000,667,0
42,79018,24843,651,0
27,87403,4200,649,0
26,90940,8000,609,0
26,188159,15000,668,0
23,72972,15000,665,0
33,90692,10000,718,0
30,161800,17852,647,0
23,53807,10000,520,0
25,47085,8479,639,0
25,105831,9809,653,0
28,132875,10000,624,0
26,169043,10000,688,0
25,98062,8158,681,0
25,52447,1018,644,0
27,38402,12011,586,0
26,44236,7500,598,0
29,99623,4000,641,0
37,96914,13000,698,0
31,94533,2323,699,0
41,170189,6000,658,0
24,49030,1000,692,0
38,41248,5000,689,0
24,49139,3000,669,0
26,101599,3000,592,0
28,77603,7210,724,0
30,79076,4000,593,0
32,48976,9600,692,0
30,181256,6000,676,0
31,141342,18000,614,0
23,44353,5000,651,0
24,154533,12000,638,0
33,74474,4117,600,0
23,29693,3977,658,0
31,120889,14400,635,0
32,41962,4000,592,0
24,42091,6000,618,0
26,72847,18000,647,0
25,29626,5500,531,0
22,52522,8500,602,0
29,58637,4200,664,0
36,73271,6811,677,0
36,62241,4855,700,0
21,27576,4941,609,0
37,219700,13900,652,0
28,97039,15000,700,0
23,64066,4000,638,0
25,54396,9295,562,0
25,144931,10000,545,0
33,198936,7757,525,0
28,28357,4800,697,0
26,66752,5000,614,0
26,69094,10000,636,0
30,73011,5500,599,0
30,87117,13002,679,0
32,159668,7928,649,0
22,55265,2493,636,0
26,40310,22089,621,0
23,67065,8000,515,0
24,68686,6000,616,0
26,37165,8559,655,0
28,73030,20000,640,0
23,49752,1091,563,0
23,58420,8000,682,0
47,78357,5000,686,0
30,29919,1200,625,0
25,45065,5983,619,0
25,43298,3500,660,0
38,99690,14000,639,0
29,102877,20000,629,0
22,24942,3000,648,0
32,89799,1139,652,0
27,60898,9873,657,0
22,60734,5000,642,0
26,96814,15000,630,0
26,36832,5000,604,0
24,90980,3000,662,0
25,92888,3458,568,0
28,63722,7000,626,0
24,121061,20000,684,0
30,180847,12000,603,0
29,89566,4500,695,0
26,73169,4791,641,0
32,300960,12201,608,0
27,74374,12000,601,0
24,60899,4000,610,0
51,45541,10887,626,0
30,61112,6000,663,0
25,48556,8000,693,0
28,78754,8000,647,0
25,94270,7083,605,0
35,94979,25000,658,0
25,66818,4000,671,0
27,38032,4000,639,0
29,98107,10000,613,0
23,49021,12948,533,0
25,49160,4000,532,0
27,271260,24699,614,0
33,84923,10000,700,0
30,40463,3000,641,0
25,145065,28000,596,0
27,78748,8000,641,0
36,79042,8717,649,0
26,68261,20000,627,0
29,111060,22000,628,0
23,103291,10000,684,0
25,49210,5000,676,0
24,73250,5000,534,0
33,162993,20129,641,0
28,60962,2800,563,0
22,44223,6000,639,0
25,78910,7000,662,0
31,300785,20000,644,0
26,144843,6000,689,0
22,51850,8500,618,0
24,47053,4000,596,0
33,130954,3010,670,0
25,47293,8000,657,0
26,42681,2000,647,0
26,36695,7500,659,0
34,133516,10000,726,0
28,55616,7500,690,0
22,64720,2117,626,0
34,58375,1500,696,0
29,59635,11042,670,0
27,58434,10070,660,0
27,92395,13488,553,0
23,97218,9000,606,0
41,46309,8875,654,0
28,43171,4800,669,0
25,162996,25000,675,0
38,47363,1000,616,0
26,134182,15000,670,0
27,84971,6885,571,0
25,31136,2500,584,0
24,60914,5000,616,0
37,63498,6500,655,0
26,84532,14000,550,0
46,72851,15000,694,0
23,67267,4800,694,0
29,109379,21000,548,0
28,41689,5500,666,0
25,58358,3025,584,0
26,87486,4000,574,0
23,61307,5312,561,0
23,70655,10000,655,0
52,40284,8656,636,0
25,57736,6000,645,0
25,252700,12646,581,0
23,60405,10000,671,0
24,36782,8402,673,0
26,49999,5600,633,0
26,32729,4750,647,0
24,103197,20000,703,0
24,46735,6208,611,0
31,72952,7000,711,0
22,110696,8000,671,0
34,35858,5000,677,0
31,132900,6000,726,0
25,73049,4000,640,0
24,32949,2506,650,0
58,29747,6000,602,0
27,90044,12022,621,0
24,84997,17677,664,0
31,34064,3000,696,0
27,198563,10000,630,0
25,102928,4000,613,0
29,41497,12000,696,0
27,111171,6000,618,0
25,54931,8000,601,0
24,73274,5860,659,0
27,44526,1443,522,0
26,144944,25000,594,0
24,102905,2840,672,0
27,38624,11261,585,0
25,59559,23225,584,0
24,57279,4000,676,0
24,85269,11000,589,0
34,70335,9375,724,0
24,44337,5283,627,0
24,78950,14000,614,0
27,37158,5000,713,0
33,169203,15000,697,0
26,45194,2500,702,0
29,66644,6500,664,0
28,64864,10750,680,0
28,43447,4000,651,0
31,56487,8875,599,0
28,78951,7000,616,0
25,60942,9180,686,0
25,37533,2000,650,0
25,97011,11000,576,0
25,41329,5500,625,0
29,16443,1625,656,0
28,48997,5000,617,0
24,144886,20000,565,0
25,38997,1500,684,0
25,38186,5181,509,0
23,203531,14073,544,0
27,48673,9240,644,0
32,63470,8000,700,0
30,74450,15000,546,0
28,72906,16000,634,0
25,87180,25000,549,0
25,58619,8000,687,0
25,61522,4800,555,0
23,52873,1000,647,0
29,56286,11333,667,0
25,76600,8802,628,0
30,46096,1630,649,0
26,84657,7500,546,0
24,53453,10800,652,0
34,127956,12000,675,0
31,217014,20000,645,0
27,36987,12000,674,0
23,70678,17484,637,0
41,51695,2000,642,0
25,36760,2000,590,0
22,48804,7000,647,0
32,65951,5000,688,0
26,81479,9150,635,0
27,145854,5364,599,0
29,126829,14000,673,0
27,61144,15000,653,0
25,55007,7795,601,0
26,88782,1000,598,0
36,74253,15000,612,0
23,114867,10000,608,0
36,40992,5000,667,0
32,68325,15000,646,0
25,133410,5564,598,0
24,25087,15900,603,0
25,73019,10000,624,0
28,99066,21713,658,0
25,72448,3000,681,0
26,62993,9600,588,0
27,64563,12000,542,0
24,130406,5000,556,0
24,51367,8000,667,0
27,40965,6000,684,0
22,43246,3600,511,0
26,126962,25000,624,0
29,60957,5000,693,0
25,63613,6000,656,0
29,120750,12015,659,0
28,79216,7000,573,0
25,60914,5109,571,0
33,181332,12000,564,0
28,72966,3226,513,0
28,50704,8000,553,0
34,51382,4887,719,0
28,58623,4000,529,0
31,99870,8000,623,0
25,102939,7500,697,0
24,70782,3178,675,0
27,56215,9000,554,0
25,91303,17000,661,0
27,209709,12000,644,0
24,55834,7500,676,0
25,57233,6000,576,0
42,103116,10000,611,0
23,73298,7200,580,0
26,55200,7500,658,0
34,64351,12989,609,0
26,109394,5582,659,0
26,63539,3000,495,0
22,79167,8427,637,0
24,78869,10000,607,0
24,68911,5565,649,0
25,96913,6000,697,0
34,95535,4814,662,0
26,42917,2500,592,0
32,19271,1793,606,0
22,44094,4000,566,0
24,156984,6000,647,0
35,105046,15000,622,0
27,222819,15000,599,0
29,76374,7384,667,0
35,87506,2429,696,0
31,68217,6453,652,0
29,50192,9000,686,0
31,94517,8000,651,0
32,90805,12000,568,0
26,62120,2102,589,0
25,156909,3000,651,0
25,93565,9000,613,0
27,70493,13112,629,0
34,92784,6147,658,0
37,34287,1926,543,0
29,62227,4000,613,0
23,51480,7000,555,0
33,73167,18000,576,0
26,73390,9800,613,0
28,144999,20000,647,0
31,61183,6250,698,0
27,40546,4000,637,0
26,58740,10000,642,0
28,56195,16661,660,0
26,114969,2400,623,0
30,145048,15000,625,0
38,43401,2000,702,0
23,87606,9000,624,0
29,25427,3900,669,0
24,52510,10000,562,0
24,43693,8000,534,0
29,43038,5000,550,0
31,25118,4760,688,0
29,46210,1522,580,0
22,64181,4000,636,0
27,70222,3000,527,0
23,90415,21568,625,0
28,57776,9000,582,0
27,72985,3000,606,0
24,54894,3593,652,0
25,120853,29606,559,0
38,149673,12000,704,0
23,29857,1307,715,0
34,46455,10500,556,0
30,140763,18000,681,0
25,80231,7702,685,0
23,67083,8000,628,0
26,127028,12000,679,0
25,58709,2000,632,0
24,77583,14241,614,0
24,58722,10000,634,0
34,76454,18000,645,0
37,91181,10000,562,0
24,28862,3500,622,0
29,86271,10000,681,0
25,102860,12500,597,0
28,54103,7532,654,0
25,52802,12000,693,0
26,124964,28882,664,0
46,53558,1661,708,0
29,100976,3000,645,0
36,91049,14400,704,0
29,34104,3000,644,0
23,54342,3377,651,0
31,84931,5000,642,0
29,106199,2905,607,0
26,86399,3406,645,0
23,61093,3000,644,0
23,102828,10000,628,0
24,126770,25000,653,0
29,85235,5940,680,0
23,60867,6000,600,0
24,120646,5466,613,0
29,86017,12000,578,0
30,211629,2652,611,0
25,51210,12248,678,0
23,66923,1271,688,0
24,133079,20000,689,0
25,44708,7000,651,0
25,116281,12000,584,0
36,180839,7000,557,0
26,67171,4500,702,0
26,37020,6000,620,0
24,43737,6000,665,0
23,52694,9000,671,0
23,150916,7500,581,0
35,62125,12000,714,0
30,56112,6000,565,0
26,50468,10000,634,0
27,141643,2006,658,0
33,70631,17500,598,0
24,217061,5334,596,0
24,30989,4537,520,0
30,61288,7000,633,0
31,70403,12000,711,0
22,50649,4800,632,0
44,29933,4435,588,0
25,96781,18000,564,0
29,58358,2000,643,0
37,33248,5000,729,0
23,25126,4000,655,0
22,29577,6000,650,0
25,42937,6000,601,0
24,241245,16000,615,0
24,65888,12000,697,0
32,37121,7500,562,0
27,61205,8000,592,0
24,26888,4403,689,0
29,117538,25000,613,0
28,51343,10000,658,0
24,73320,10000,690,0
24,79099,14000,669,0
36,36889,8875,655,0
29,221605,15000,713,0
24,57343,14000,694,0
37,107969,10000,595,0
23,63196,4800,667,0
31,98263,7197,541,0
26,195369,25000,620,0
24,32063,5908,635,0
27,61181,6600,604,0
32,163231,6232,661,0
24,36247,2500,545,0
30,66983,11000,676,0
26,103039,1086,647,0
23,34290,7000,588,0
31,85046,2000,700,0
22,101911,10000,703,0
25,44175,3000,635,0
23,49107,11000,615,0
30,51424,7826,609,0
28,88495,15000,618,0
34,60934,4000,639,0
29,49949,3381,662,0
28,64639,12833,566,0
25,53424,2000,663,0
21,19298,1508,578,0
39,150996,10000,572,0
23,106158,12000,694,0
24,55349,5045,596,0
29,54835,5000,619,0
27,112215,6000,674,0
26,70429,3000,628,0
25,90864,8000,663,0
29,102856,8469,420,0
25,102993,7500,538,0
24,163144,21000,664,0
25,30954,2500,506,0
35,49926,4000,632,0
25,30182,6000,650,0
29,59010,10000,651,0
23,96938,25000,518,0
26,89100,25000,620,0
38,57457,4775,694,0
26,60796,10800,594,0
32,31810,3000,599,0
28,81993,1225,690,0
39,48882,9149,649,0
30,101683,6000,666,0
31,100701,16896,654,0
24,46586,8000,660,0
25,59373,12000,604,0
23,109076,12000,639,0
25,37020,4800,666,0
28,57494,3662,574,0
24,157549,30000,684,0
33,72872,10000,652,0
24,123202,23857,679,0
48,44229,10000,709,0
23,51637,4400,598,0
42,61523,5000,691,0
30,75124,18195,702,0
30,66985,6500,612,0
26,60804,7200,699,0
24,75341,10000,577,0
28,91539,3000,607,0
32,97454,11000,585,0
29,111519,11268,534,0
25,43884,4000,652,0
28,162962,5647,649,0
25,120834,15000,678,0
24,57116,10000,680,0
25,97109,20000,517,0
25,55214,7000,677,0
23,152485,3212,682,0
25,92412,20018,679,0
28,90732,10000,591,0
23,105554,1711,600,0
24,108104,8000,625,0
29,51455,2500,662,0
24,150979,15000,652,0
25,103374,10000,658,0
22,70246,10000,660,0
23,40741,7954,596,0
26,36750,5000,599,0
25,63343,2000,601,0
22,47911,1000,644,0
23,34405,2915,659,0
34,35248,6657,704,0
32,91569,3162,665,0
22,96147,35000,662,0
28,78827,24000,573,0
25,101832,2962,664,0
35,61061,7000,671,0
24,105196,7489,695,0
25,166821,4678,672,0
36,193014,24000,660,0
24,80085,5000,704,0
35,73034,12000,638,0
29,102986,15000,590,0
23,35614,8000,526,0
37,109009,14000,679,0
24,82289,1000,653,0
25,38493,6000,686,0
29,144902,35000,631,0
33,62376,1118,627,0
28,91041,4000,579,0
23,100446,12000,534,0
32,207160,16000,651,0
30,81312,15000,714,0
25,63727,12000,681,0
27,45863,8000,583,0
28,44221,5756,665,0
24,58494,4751,657,0
27,55051,10000,670,0
33,31886,5000,706,0
37,206229,16542,636,0
28,90735,7200,683,0
23,29576,5000,614,0
31,63325,5000,638,0
28,73025,4500,685,0
23,46491,7000,654,0
25,120889,9000,551,0
23,73240,9000,607,0
23,90968,5000,572,0
22,70084,4000,639,0
28,103007,8989,605,0
29,51570,7500,658,0
24,48775,7500,590,0
34,74497,1174,580,0
22,42404,4000,475,0
26,44285,6000,608,0
36,97153,14512,607,0
30,282562,23011,569,0
29,108761,22000,647,0
23,52837,7995,506,0
37,54887,6000,664,0
24,44861,10872,635,0
22,72968,6000,673,0
24,88642,10000,577,0
23,36646,8000,622,0
25,87317,2100,642,0
28,65618,9135,589,0
26,47677,10000,714,0
29,29720,10000,676,0
25,63214,8389,630,0
28,85990,7583,683,0
28,63472,5000,634,0
25,56901,13069,623,0
33,67300,8000,718,0
25,66997,15000,682,0
32,173575,21000,695,0
22,34720,10647,574,0
24,51151,10000,635,0
28,38396,15000,696,0
26,49382,6583,628,0
28,67260,6500,650,0
26,61348,10000,652,0
31,73294,15000,698,0
28,53594,10827,619,0
35,87386,13024,583,0
22,72667,7000,594,0
32,90064,8124,656,0
31,90934,6094,632,0
28,28205,3000,587,0
24,37310,2000,662,0
30,61291,3984,687,0
24,47293,2080,597,0
25,54736,11100,647,0
31,96922,10000,569,0
30,31036,7000,616,0
29,38321,9959,612,0
31,36909,7200,624,0
26,120837,12000,650,0
25,72704,10000,681,0
23,60193,5000,532,0
45,73175,15000,689,0
30,26447,1721,542,0
25,57672,5019,635,0
24,60669,9000,700,0
26,87325,8000,651,0
26,126827,20000,632,0
28,69298,12285,679,0
32,102070,14373,581,0
29,90941,4040,584,0
34,43231,5000,626,0
23,55046,1225,664,0
34,162530,10000,551,0
25,48934,5000,633,0
30,46981,8000,622,0
26,69873,1973,628,0
24,66689,2000,616,0
23,99100,10945,630,0
29,82592,20000,605,0
27,71865,13000,528,0
31,108955,4800,674,0
28,61313,2185,664,0
32,144832,2029,661,0
28,26777,4195,573,0
23,35274,10514,629,0
23,61087,8000,634,0
23,73066,15000,586,0
24,75478,6278,616,0
23,90961,5600,637,0
33,53149,1440,558,0
22,44422,18407,651,0
23,40269,2000,601,0
24,58857,3133,544,0
35,21158,1572,657,0
